candidate_id,page,frame_bbox,symbol_bbox,num_cells,top1_class,top1_score,top2_class,top2_score,margin,decision_policy,catalog_complete,referenced_datums,unresolved_fields,human_is_real_gdt,human_true_characteristic,human_notes
GDT-V2-P01-032,1,"[763.527, 615.6, 768.764, 623.455]","[763.527, 617.564, 767.127, 623.455]",2,cylindricity,0.354690,parallelism,0.280522,0.074168,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-033,1,"[860.4, 615.6, 869.564, 623.455]","[860.4, 615.6, 864.982, 623.455]",2,parallelism,0.435362,cylindricity,0.406078,0.029284,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-034,1,"[877.418, 615.6, 893.127, 623.455]","[877.418, 615.6, 881.018, 623.455]",3,circular_runout,0.625611,position,0.406894,0.218717,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-035,1,"[1041.382, 615.6, 1046.618, 623.127]","[1041.382, 617.564, 1044.655, 623.127]",2,perpendicularity,0.294583,cylindricity,0.238135,0.056448,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-036,1,"[837.491, 615.927, 842.4, 623.127]","[837.491, 617.891, 840.764, 623.127]",2,perpendicularity,0.203572,circularity,0.183504,0.020068,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-037,1,"[894.109, 615.927, 899.018, 623.127]","[894.109, 617.236, 897.382, 623.127]",2,perpendicularity,0.258349,circular_runout,0.246914,0.011434,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-038,1,"[996.218, 615.927, 1001.127, 623.127]","[996.218, 617.891, 999.491, 623.127]",2,cylindricity,0.212378,perpendicularity,0.200309,0.012068,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-039,1,"[984.764, 617.564, 993.6, 623.455]","[984.764, 617.564, 988.036, 623.455]",2,perpendicularity,0.347803,circular_runout,0.215579,0.132224,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-040,1,"[1058.727, 619.2, 1067.891, 622.8]","[1058.727, 619.2, 1062.0, 622.8]",2,cylindricity,0.142483,perpendicularity,0.131141,0.011342,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-041,1,"[763.527, 628.364, 779.891, 636.545]","[763.527, 628.364, 768.764, 636.218]",3,circular_runout,0.431544,perpendicularity,0.296084,0.13546,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-042,1,"[792.0, 628.364, 802.473, 636.218]","[792.0, 630.327, 795.273, 636.218]",3,perpendicularity,0.311991,circular_runout,0.231146,0.080845,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-043,1,"[814.909, 628.364, 831.273, 636.545]","[814.909, 628.364, 818.509, 636.218]",3,circular_runout,0.642990,position,0.409886,0.233104,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-044,1,"[859.745, 628.364, 871.2, 636.545]","[859.745, 628.364, 864.655, 636.545]",2,parallelism,0.530649,total_runout,0.395506,0.135143,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-045,1,"[878.4, 628.364, 893.782, 636.545]","[878.4, 628.364, 882.655, 636.218]",3,parallelism,0.424562,circular_runout,0.337619,0.086944,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-046,1,"[899.018, 628.364, 910.473, 636.545]","[899.018, 628.364, 904.582, 636.545]",3,parallelism,0.536053,cylindricity,0.483030,0.053023,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-047,1,"[752.727, 640.8, 768.436, 648.655]","[752.727, 640.8, 757.636, 648.655]",4,cylindricity,0.331995,flatness,0.299617,0.032379,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-048,1,"[787.418, 640.8, 818.182, 648.982]","[787.418, 640.8, 792.0, 648.655]",6,parallelism,0.434999,circular_runout,0.378875,0.056124,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-049,1,"[826.364, 640.8, 836.509, 648.655]","[826.364, 640.8, 830.945, 648.655]",2,cylindricity,0.438701,parallelism,0.404587,0.034114,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-050,1,"[843.382, 640.8, 854.509, 648.655]","[843.382, 640.8, 847.964, 648.655]",2,circular_runout,0.423490,perpendicularity,0.257812,0.165678,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-051,1,"[860.4, 640.8, 869.564, 648.655]","[860.4, 640.8, 864.982, 648.655]",2,circular_runout,0.418236,perpendicularity,0.260346,0.15789,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-052,1,"[877.418, 640.8, 904.909, 648.982]","[877.418, 640.8, 882.327, 648.655]",6,cylindricity,0.342141,straightness,0.322960,0.019181,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-053,1,"[887.891, 640.8, 910.473, 648.982]","[887.891, 640.8, 891.818, 648.982]",5,perpendicularity,0.496020,circular_runout,0.491371,0.00465,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-054,1,"[935.018, 640.8, 954.0, 648.655]","[935.018, 640.8, 939.6, 648.655]",4,parallelism,0.459007,total_runout,0.336174,0.122832,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-055,1,"[967.745, 640.8, 978.218, 648.655]","[967.745, 642.764, 971.018, 648.655]",3,perpendicularity,0.339780,parallelism,0.237270,0.102509,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-056,1,"[990.327, 640.8, 1001.455, 648.655]","[990.327, 642.764, 993.927, 648.655]",3,cylindricity,0.244198,perpendicularity,0.237273,0.006926,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-057,1,"[1037.455, 640.8, 1045.964, 648.655]","[1037.455, 640.8, 1040.4, 647.345]",2,circular_runout,0.362017,perpendicularity,0.354731,0.007286,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-058,1,"[70.866, 656.504, 119.055, 667.171]","[70.866, 656.504, 85.039, 667.171]",3,flatness,0.315263,total_runout,0.292023,0.02324,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-059,1,"[70.866, 656.504, 102.047, 686.03]","[70.866, 656.504, 85.039, 686.03]",2,symmetry,0.549342,position,0.417744,0.131598,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-060,1,"[85.039, 656.504, 119.055, 686.03]","[85.039, 656.504, 102.047, 686.03]",2,position,0.427212,symmetry,0.363093,0.064119,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-061,1,"[70.866, 667.171, 119.055, 686.03]","[70.866, 667.171, 85.039, 686.03]",3,symmetry,0.300841,concentricity_coaxiality,0.271676,0.029165,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-062,1,"[717.382, 674.509, 742.909, 681.055]","[717.382, 676.145, 720.327, 681.055]",5,perpendicularity,0.253893,circularity,0.180930,0.072963,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-063,1,"[722.945, 674.509, 757.964, 681.382]","[722.945, 674.509, 730.473, 681.055]",6,parallelism,0.356683,total_runout,0.315309,0.041374,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-064,1,"[744.545, 674.509, 760.909, 681.382]","[744.545, 674.509, 747.818, 681.055]",4,circular_runout,0.367110,perpendicularity,0.355494,0.011617,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-065,1,"[767.455, 674.509, 789.382, 681.382]","[767.455, 674.836, 771.055, 681.055]",5,position,0.370744,cylindricity,0.359982,0.010762,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-066,1,"[896.4, 674.509, 986.073, 693.491]","[896.4, 679.091, 908.182, 693.491]",6,cylindricity,0.301788,symmetry,0.272084,0.029703,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-067,1,"[706.909, 686.291, 714.436, 692.836]","[706.909, 686.291, 710.836, 692.836]",2,circular_runout,0.441392,parallelism,0.388928,0.052464,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-068,1,"[729.164, 686.291, 746.509, 693.164]","[729.164, 686.291, 732.764, 692.836]",4,circular_runout,0.456783,perpendicularity,0.270904,0.185879,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-069,1,"[1042.409, 708.702, 1121.467, 728.592]","[1042.409, 708.702, 1084.049, 728.592]",2,symmetry,0.431214,straightness,0.413918,0.017296,ranking_only_no_global_threshold,,,,,,
