candidate_id,page,frame_bbox,symbol_bbox,num_cells,top1_class,top1_score,top2_class,top2_score,margin,decision_policy,catalog_complete,referenced_datums,unresolved_fields,human_is_real_gdt,human_true_characteristic,human_notes
GDT-V2-P01-091,1,"[1591.2, 726.545, 1601.018, 734.4]","[1591.2, 727.527, 1594.8, 734.4]",2,circular_runout,0.520806,position,0.405852,0.114954,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-092,1,"[1482.873, 728.182, 1497.6, 734.073]","[1482.873, 728.836, 1486.473, 734.073]",3,cylindricity,0.256288,parallelism,0.248581,0.007707,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-093,1,"[419.564, 735.055, 429.709, 743.236]","[419.564, 735.055, 424.145, 743.236]",2,position,0.379276,parallelism,0.353268,0.026008,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-094,1,"[1352.945, 737.345, 1378.8, 745.527]","[1352.945, 738.0, 1357.527, 744.873]",5,position,0.314163,cylindricity,0.258572,0.055592,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-095,1,"[1392.545, 737.345, 1425.6, 745.527]","[1392.545, 737.345, 1397.127, 745.527]",6,position,0.384412,parallelism,0.347622,0.03679,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-096,1,"[1431.818, 737.345, 1459.636, 745.527]","[1431.818, 737.345, 1437.382, 745.527]",5,circular_runout,0.381836,perpendicularity,0.292680,0.089156,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-097,1,"[1484.836, 737.345, 1499.236, 745.527]","[1484.836, 737.673, 1488.109, 743.564]",3,parallelism,0.266016,cylindricity,0.259757,0.006259,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-098,1,"[1524.109, 737.345, 1533.6, 745.2]","[1524.109, 737.345, 1528.364, 745.2]",2,parallelism,0.422995,circular_runout,0.350279,0.072716,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-099,1,"[1540.8, 737.345, 1550.291, 745.2]","[1540.8, 737.345, 1545.382, 745.2]",2,parallelism,0.423512,circular_runout,0.372944,0.050568,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-100,1,"[1580.727, 737.345, 1595.455, 744.218]","[1580.727, 737.673, 1584.655, 743.891]",3,position,0.337688,cylindricity,0.334849,0.002839,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-101,1,"[1471.745, 739.309, 1486.145, 745.2]","[1471.745, 739.309, 1475.018, 744.873]",3,cylindricity,0.253368,parallelism,0.252734,0.000634,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-102,1,"[969.709, 745.2, 978.218, 768.764]","[969.709, 745.2, 974.618, 768.764]",2,angularity,-0.600000,circular_runout,-0.600000,0.0,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-103,1,"[1381.091, 748.473, 1402.036, 756.327]","[1381.091, 748.473, 1385.673, 756.327]",4,parallelism,0.546289,cylindricity,0.416598,0.129691,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-104,1,"[1341.164, 748.8, 1351.964, 756.0]","[1341.164, 750.764, 1344.764, 756.0]",3,cylindricity,0.222515,parallelism,0.205893,0.016622,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-105,1,"[1342.473, 759.273, 1351.964, 767.455]","[1342.473, 759.273, 1347.055, 767.127]",2,circular_runout,0.423675,parallelism,0.375195,0.04848,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-106,1,"[1381.091, 759.273, 1414.145, 767.455]","[1381.091, 759.273, 1385.018, 767.455]",6,circular_runout,0.640497,position,0.395454,0.245043,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-107,1,"[1421.018, 759.273, 1431.164, 767.455]","[1421.018, 759.273, 1425.6, 767.127]",2,parallelism,0.607120,cylindricity,0.492478,0.114643,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-108,1,"[1439.018, 759.273, 1448.509, 767.455]","[1439.018, 759.273, 1443.273, 767.455]",3,circular_runout,0.430403,parallelism,0.379257,0.051146,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-109,1,"[1467.164, 759.6, 1476.655, 767.455]","[1467.164, 759.6, 1471.418, 766.145]",2,position,0.346000,cylindricity,0.339128,0.006872,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-110,1,"[1341.164, 770.4, 1356.545, 778.582]","[1341.164, 770.4, 1346.4, 778.255]",3,circular_runout,0.441101,perpendicularity,0.290654,0.150447,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-111,1,"[1364.073, 770.4, 1380.764, 778.582]","[1364.073, 770.4, 1368.982, 778.255]",3,parallelism,0.623482,cylindricity,0.509153,0.114329,ranking_only_no_global_threshold,,,,,,
GDT-V2-P01-112,1,"[1387.964, 770.4, 1397.127, 778.255]","[1387.964, 770.4, 1392.545, 778.255]",2,parallelism,0.441011,total_runout,0.333768,0.107243,ranking_only_no_global_threshold,,,,,,
